anno,provincia,comune,tipologia,categoria,numero_strutture,letti,camere
2022,Provincia del Sud Sardegna,Sant'Antioco,Campeggio,3 Stelle,1,708,176
2022,Provincia del Sud Sardegna,Sant'Antioco,Case e appartamenti per vacanze,II Categoria,5,157,83
2022,Provincia del Sud Sardegna,Sant'Antioco,Locanda,III Categoria,1,7,4
2022,Provincia del Sud Sardegna,Sant'Antioco,Ostelli per la gioventù,,1,89,32
2022,Provincia di Sassari,Sant'Antonio Di Gallura,Agriturismo,,2,15,6
2022,Provincia di Sassari,Sant'Antonio Di Gallura,Albergo,3 Stelle,1,30,15
2022,Provincia di Sassari,Sant'Antonio Di Gallura,Albergo,4 Stelle,2,60,36
2022,Provincia di Sassari,Sant'Antonio Di Gallura,Alloggi privati,,5,24,10
2022,Provincia di Sassari,Sant'Antonio Di Gallura,Locanda,II Categoria,1,8,3
2022,Provincia di Oristano,Santu Lussurgiu,Agriturismo,,1,24,10
2022,Provincia di Oristano,Santu Lussurgiu,Albergo,2 Stelle,1,22,12
2022,Provincia di Oristano,Santu Lussurgiu,Albergo diffuso,3 Stelle,4,67,28
2022,Provincia di Oristano,Santu Lussurgiu,Alloggi privati,,13,67,32
2022,Provincia di Oristano,Santu Lussurgiu,Bed and breakfast,1 Stella,1,2,2
2022,Provincia di Oristano,Santu Lussurgiu,Bed and breakfast,2 Stelle,3,14,9
2022,Provincia di Oristano,Santu Lussurgiu,Bed and breakfast,3 Stelle,3,14,6
2022,Provincia di Oristano,Santu Lussurgiu,Case e appartamenti per vacanze,II Categoria,2,16,7
2022,Provincia del Sud Sardegna,Sardara,Albergo,2 Stelle,2,59,28
2022,Provincia del Sud Sardegna,Sardara,Albergo,3 Stelle,2,280,135
2022,Provincia del Sud Sardegna,Sardara,Albergo,4 Stelle,1,15,7
2022,Provincia del Sud Sardegna,Sardara,Alloggi privati,,2,7,4
2022,Provincia del Sud Sardegna,Sardara,Bed and breakfast,1 Stella,2,10,6
2022,Provincia del Sud Sardegna,Sardara,Bed and breakfast,3 Stelle,4,17,7
2022,Città metropolitana di Cagliari,Sarroch,Affittacamere,III Categoria,1,10,5
2022,Città metropolitana di Cagliari,Sarroch,Albergo,1 Stella,1,25,14
2022,Città metropolitana di Cagliari,Sarroch,Albergo,2 Stelle,1,24,15
2022,Città metropolitana di Cagliari,Sarroch,Alloggi privati,,61,356,171
2022,Città metropolitana di Cagliari,Sarroch,Bed and breakfast,,2,11,6
2022,Città metropolitana di Cagliari,Sarroch,Bed and breakfast,1 Stella,2,13,5
2022,Città metropolitana di Cagliari,Sarroch,Bed and breakfast,3 Stelle,3,23,9
2022,Città metropolitana di Cagliari,Sarroch,Case e appartamenti per vacanze,II Categoria,1,10,6
2022,Provincia di Nuoro,Sarule,Affittacamere,II Categoria,1,4,2
2022,Provincia di Nuoro,Sarule,Agriturismo,,1,20,9
2022,Provincia di Nuoro,Sarule,Bed and breakfast,1 Stella,1,6,3
2022,Provincia di Nuoro,Sarule,Bed and breakfast,2 Stelle,1,6,3
2022,Provincia di Sassari,Sassari,Affittacamere,,9,67,33
2022,Provincia di Sassari,Sassari,Affittacamere,I Categoria,5,43,18
2022,Provincia di Sassari,Sassari,Affittacamere,II Categoria,21,150,77
2022,Provincia di Sassari,Sassari,Affittacamere,III Categoria,1,6,3
2022,Provincia di Sassari,Sassari,Agriturismo,,31,315,162
2022,Provincia di Sassari,Sassari,Albergo,2 Stelle,2,66,35
2022,Provincia di Sassari,Sassari,Albergo,3 Stelle,3,443,234
2022,Provincia di Sassari,Sassari,Albergo,4 Stelle,3,431,269
2022,Provincia di Sassari,Sassari,Alloggi privati,,185,819,353
2022,Provincia di Sassari,Sassari,Bed and breakfast,1 Stella,11,47,24
2022,Provincia di Sassari,Sassari,Bed and breakfast,2 Stelle,22,96,48
2022,Provincia di Sassari,Sassari,Bed and breakfast,3 Stelle,12,75,30
2022,Provincia di Sassari,Sassari,Case e appartamenti per vacanze,II Categoria,3,30,15
2022,Provincia di Sassari,Sassari,Case e appartamenti per vacanze,III Categoria,1,43,12
2022,Provincia di Sassari,Sassari,Case per ferie,III Categoria,2,35,29
2022,Provincia di Sassari,Sassari,Ostelli per la gioventù,III Categoria,1,60,30
2022,Provincia di Sassari,Sassari,Residence,II Categoria,1,13,13
2022,Provincia di Oristano,Scano Di Montiferro,Agriturismo,,1,10,5
2022,Provincia di Oristano,Scano Di Montiferro,Alloggi privati,,12,64,34
2022,Provincia di Oristano,Scano Di Montiferro,Bed and breakfast,3 Stelle,1,6,3
2022,Provincia di Oristano,Sedilo,Affittacamere,II Categoria,2,13,6
2022,Provincia di Oristano,Sedilo,Alloggi privati,,1,3,1
2022,Provincia di Oristano,Sedilo,Bed and breakfast,1 Stella,3,14,8
2022,Provincia di Sassari,Sedini,Agriturismo,,1,7,3
2022,Provincia di Sassari,Sedini,Alloggi privati,,5,26,12
2022,Provincia di Sassari,Sedini,Bed and breakfast,2 Stelle,1,9,3
2022,Città metropolitana di Cagliari,Selargius,Affittacamere,II Categoria,2,10,6
2022,Città metropolitana di Cagliari,Selargius,Albergo,3 Stelle,1,147,87
2022,Città metropolitana di Cagliari,Selargius,Albergo,4 Stelle,1,117,63
2022,Città metropolitana di Cagliari,Selargius,Alloggi privati,,25,102,48
2022,Città metropolitana di Cagliari,Selargius,Bed and breakfast,,6,21,13
2022,Città metropolitana di Cagliari,Selargius,Bed and breakfast,1 Stella,1,4,2
2022,Città metropolitana di Cagliari,Selargius,Bed and breakfast,2 Stelle,1,2,1
2022,Città metropolitana di Cagliari,Selargius,Bed and breakfast,3 Stelle,1,1,1
2022,Provincia di Oristano,Seneghe,Alloggi privati,,5,25,11
2022,Provincia di Oristano,Seneghe,Bed and breakfast,1 Stella,1,6,3
2022,Provincia di Oristano,Seneghe,Bed and breakfast,2 Stelle,1,4,2
2022,Provincia di Oristano,Seneghe,Bed and breakfast,3 Stelle,1,6,3
2022,Provincia di Oristano,Sennariolo,Agriturismo,,2,34,17
2022,Provincia di Oristano,Sennariolo,Alloggi privati,,2,12,6
2022,Provincia di Oristano,Sennariolo,Bed and breakfast,2 Stelle,1,6,3
2022,Provincia di Oristano,Sennariolo,Locanda,II Categoria,1,12,6
2022,Provincia di Sassari,Sennori,Albergo,2 Stelle,1,17,9
2022,Provincia di Sassari,Sennori,Alloggi privati,,10,49,18
2022,Provincia di Sassari,Sennori,Bed and breakfast,2 Stelle,2,10,4
2022,Provincia del Sud Sardegna,Senorbì,Albergo,3 Stelle,1,24,12
2022,Provincia del Sud Sardegna,Senorbì,Alloggi privati,,4,16,8
2022,Provincia del Sud Sardegna,Senorbì,Bed and breakfast,1 Stella,1,5,2
2022,Provincia del Sud Sardegna,Senorbì,Bed and breakfast,2 Stelle,3,12,7
2022,Provincia del Sud Sardegna,Serdiana,Alloggi privati,,3,13,5
2022,Provincia del Sud Sardegna,Serdiana,Bed and breakfast,,1,1,1
2022,Provincia del Sud Sardegna,Serdiana,Bed and breakfast,2 Stelle,1,6,3
2022,Provincia del Sud Sardegna,Serramanna,Alloggi privati,,4,16,8
2022,Provincia del Sud Sardegna,Serrenti,Albergo,2 Stelle,1,18,11
2022,Provincia del Sud Sardegna,Serrenti,Bed and breakfast,1 Stella,1,3,2
2022,Provincia del Sud Sardegna,Serri,Affittacamere,II Categoria,1,8,4
2022,Provincia del Sud Sardegna,Serri,Agriturismo,,1,6,4
2022,Provincia del Sud Sardegna,Serri,Alloggi privati,,1,10,4
2022,Provincia del Sud Sardegna,Serri,Bed and breakfast,,2,9,5
2022,Provincia del Sud Sardegna,Serri,Bed and breakfast,2 Stelle,1,4,3
2022,Città metropolitana di Cagliari,Sestu,Affittacamere,II Categoria,4,18,11
2022,Città metropolitana di Cagliari,Sestu,Agriturismo,,1,16,8
2022,Città metropolitana di Cagliari,Sestu,Alloggi privati,,13,52,26
2022,Città metropolitana di Cagliari,Sestu,Bed and breakfast,,2,9,5
2022,Città metropolitana di Cagliari,Sestu,Bed and breakfast,1 Stella,2,8,6
2022,Città metropolitana di Cagliari,Settimo San Pietro,Albergo,2 Stelle,1,20,7
2022,Città metropolitana di Cagliari,Settimo San Pietro,Alloggi privati,,3,14,5
2022,Città metropolitana di Cagliari,Settimo San Pietro,Bed and breakfast,2 Stelle,1,3,1
2022,Città metropolitana di Cagliari,Settimo San Pietro,Bed and breakfast,3 Stelle,1,5,3
2022,Provincia del Sud Sardegna,Seui,Alloggi privati,,1,4,2
2022,Provincia del Sud Sardegna,Seui,Bed and breakfast,1 Stella,1,6,3
2022,Provincia del Sud Sardegna,Seulo,Agriturismo,,1,14,8
2022,Provincia del Sud Sardegna,Seulo,Albergo,2 Stelle,1,22,10
2022,Provincia del Sud Sardegna,Seulo,Alloggi privati,,1,8,4
2022,Provincia del Sud Sardegna,Seulo,Bed and breakfast,3 Stelle,1,6,2
2022,Provincia di Oristano,Siamaggiore,Agriturismo,,3,40,18
2022,Provincia di Oristano,Siamaggiore,Alloggi privati,,2,8,3
2022,Provincia di Oristano,Siamaggiore,Locanda,II Categoria,1,9,4
2022,Provincia di Oristano,Siamanna,Agriturismo,,1,8,4
2022,Provincia di Oristano,Siamanna,Alloggi privati,,2,12,5
2022,Provincia di Oristano,Siapiccia,Alloggi privati,,2,10,5
2022,Provincia del Sud Sardegna,Siddi,Affittacamere,II Categoria,1,6,3
2022,Provincia di Nuoro,Silanus,Agriturismo,,1,12,3
2022,Provincia di Nuoro,Silanus,Bed and breakfast,3 Stelle,1,6,3
2022,Provincia del Sud Sardegna,Siliqua,Agriturismo,,1,11,7
2022,Provincia del Sud Sardegna,Siliqua,Alloggi privati,,1,6,3
2022,Provincia del Sud Sardegna,Siliqua,Bed and breakfast,1 Stella,1,4,2
2022,Provincia del Sud Sardegna,Siliqua,Bed and breakfast,3 Stelle,1,7,2
2022,Provincia di Oristano,Simaxis,Agriturismo,,2,22,10
2022,Provincia di Oristano,Simaxis,Alloggi privati,,5,22,10
2022,Provincia di Oristano,Simaxis,Bed and breakfast,1 Stella,1,4,2
2022,Provincia di Nuoro,Sindia,Agriturismo,,2,29,10
2022,Provincia di Oristano,Sini,Agriturismo,,1,8,3
2022,Provincia di Oristano,Sini,Bed and breakfast,1 Stella,2,13,6
2022,Provincia di Nuoro,Siniscola,Affittacamere,,1,12,6
2022,Provincia di Nuoro,Siniscola,Affittacamere,II Categoria,10,88,47
2022,Provincia di Nuoro,Siniscola,Affittacamere,III Categoria,2,15,8
2022,Provincia di Nuoro,Siniscola,Agriturismo,,12,157,80
2022,Provincia di Nuoro,Siniscola,Albergo,3 Stelle,5,150,76
2022,Provincia di Nuoro,Siniscola,Albergo,4 Stelle,1,391,184
2022,Provincia di Nuoro,Siniscola,Alloggi privati,,198,929,415
2022,Provincia di Nuoro,Siniscola,Bed and breakfast,,2,10,5
2022,Provincia di Nuoro,Siniscola,Bed and breakfast,1 Stella,7,28,14
2022,Provincia di Nuoro,Siniscola,Bed and breakfast,2 Stelle,8,41,20
2022,Provincia di Nuoro,Siniscola,Bed and breakfast,3 Stelle,18,82,39
2022,Provincia di Nuoro,Siniscola,Campeggio,3 Stelle,3,1620,519
2022,Provincia di Nuoro,Siniscola,Case e appartamenti per vacanze,,1,8,5
2022,Provincia di Nuoro,Siniscola,Case e appartamenti per vacanze,II Categoria,2,39,16
2022,Provincia di Nuoro,Siniscola,Case e appartamenti per vacanze,III Categoria,1,20,12
2022,Provincia di Nuoro,Siniscola,Locanda,II Categoria,2,16,8
2022,Provincia di Nuoro,Siniscola,Ostelli per la gioventù,III Categoria,1,29,7
2022,Provincia di Nuoro,Siniscola,Residence,II Categoria,1,16,8
2022,Provincia di Nuoro,Siniscola,Turismo Rurale,3 Stelle,3,56,24
2022,Provincia di Nuoro,Siniscola,Villaggi turistici,2 Stelle,1,12,4
2022,Provincia di Nuoro,Siniscola,Villaggio albergo,4 Stelle,1,40,20
2022,Città metropolitana di Cagliari,Sinnai,Affittacamere,I Categoria,1,3,3
2022,Città metropolitana di Cagliari,Sinnai,Affittacamere,II Categoria,4,40,16
2022,Città metropolitana di Cagliari,Sinnai,Agriturismo,,1,4,5
2022,Città metropolitana di Cagliari,Sinnai,Albergo,3 Stelle,3,143,54
2022,Città metropolitana di Cagliari,Sinnai,Albergo residenziale,3 Stelle,1,114,32
2022,Città metropolitana di Cagliari,Sinnai,Alloggi privati,,108,617,279
2022,Città metropolitana di Cagliari,Sinnai,Bed and breakfast,,11,57,31
2022,Città metropolitana di Cagliari,Sinnai,Bed and breakfast,1 Stella,2,4,3
2022,Città metropolitana di Cagliari,Sinnai,Bed and breakfast,3 Stelle,2,10,5
2022,Città metropolitana di Cagliari,Sinnai,Case per ferie,III Categoria,2,136,50
2022,Provincia del Sud Sardegna,Siurgus Donigala,Bed and breakfast,3 Stelle,1,6,2
2022,Provincia del Sud Sardegna,Siurgus Donigala,Locanda,,1,14,6
2022,Provincia di Oristano,Solarussa,Affittacamere,II Categoria,2,21,7
2022,Provincia di Oristano,Solarussa,Alloggi privati,,4,21,10
2022,Provincia del Sud Sardegna,Soleminis,Alloggi privati,,3,10,5
2022,Provincia di Nuoro,Sorgono,Affittacamere,II Categoria,3,17,11
2022,Provincia di Nuoro,Sorgono,Agriturismo,,2,22,10
2022,Provincia di Nuoro,Sorgono,Albergo,2 Stelle,1,24,14
2022,Provincia di Nuoro,Sorgono,Bed and breakfast,1 Stella,1,5,2
2022,Provincia di Nuoro,Sorgono,Bed and breakfast,2 Stelle,3,8,6
2022,Provincia di Nuoro,Sorgono,Bed and breakfast,3 Stelle,4,14,9
2022,Provincia di Oristano,Sorradile,Affittacamere,II Categoria,1,6,3
2022,Provincia di Sassari,Sorso,Affittacamere,,3,34,16
2022,Provincia di Sassari,Sorso,Affittacamere,I Categoria,1,13,6
2022,Provincia di Sassari,Sorso,Affittacamere,II Categoria,3,29,15
2022,Provincia di Sassari,Sorso,Affittacamere,III Categoria,2,12,3
2022,Provincia di Sassari,Sorso,Agriturismo,,1,12,6
2022,Provincia di Sassari,Sorso,Albergo,3 Stelle,3,550,236
2022,Provincia di Sassari,Sorso,Albergo,4 Stelle,2,1156,448
2022,Provincia di Sassari,Sorso,Alloggi privati,,79,435,211
2022,Provincia di Sassari,Sorso,Bed and breakfast,1 Stella,2,16,6
2022,Provincia di Sassari,Sorso,Bed and breakfast,2 Stelle,3,23,8
2022,Provincia di Sassari,Sorso,Bed and breakfast,3 Stelle,6,35,13
2022,Provincia di Sassari,Sorso,Campeggio,4 Stelle,2,1997,685
2022,Provincia di Sassari,Sorso,Case e appartamenti per vacanze,II Categoria,3,54,20
2022,Provincia di Sassari,Sorso,Turismo Rurale,3 Stelle,1,20,18
2022,Provincia di Sassari,Stintino,Affittacamere,,7,54,30
2022,Provincia di Sassari,Stintino,Affittacamere,I Categoria,1,9,6
2022,Provincia di Sassari,Stintino,Affittacamere,II Categoria,6,49,28
2022,Provincia di Sassari,Stintino,Agriturismo,,5,54,29
2022,Provincia di Sassari,Stintino,Albergo,2 Stelle,1,18,8
2022,Provincia di Sassari,Stintino,Albergo,3 Stelle,5,226,113
2022,Provincia di Sassari,Stintino,Albergo,4 Stelle,5,1589,515
2022,Provincia di Sassari,Stintino,Albergo residenziale,3 Stelle,5,2920,622
2022,Provincia di Sassari,Stintino,Alloggi privati,,252,1231,515
2022,Provincia di Sassari,Stintino,Alloggi privati,2 Stelle,1,2,1
2022,Provincia di Sassari,Stintino,Bed and breakfast,1 Stella,2,6,4
2022,Provincia di Sassari,Stintino,Bed and breakfast,2 Stelle,7,32,17
2022,Provincia di Sassari,Stintino,Bed and breakfast,3 Stelle,5,25,11
2022,Provincia di Sassari,Stintino,Boat and Breakfast,,2,8,4
2022,Provincia di Sassari,Stintino,Case e appartamenti per vacanze,,5,365,126
2022,Provincia di Sassari,Stintino,Case e appartamenti per vacanze,II Categoria,3,59,25
2022,Provincia di Sassari,Stintino,Case e appartamenti per vacanze,III Categoria,1,40,14
2022,Provincia di Sassari,Stintino,Turismo Rurale,2 Stelle,1,20,9
2022,Provincia del Sud Sardegna,Suelli,Agriturismo,,1,13,9
2022,Provincia del Sud Sardegna,Suelli,Alloggi privati,,1,2,1
2022,Provincia del Sud Sardegna,Suelli,Bed and breakfast,2 Stelle,2,6,3
2022,Provincia di Oristano,Suni,Agriturismo,,1,20,10
2022,Provincia di Oristano,Suni,Alloggi privati,,9,44,23
2022,Provincia di Oristano,Suni,Bed and breakfast,2 Stelle,1,4,2
2022,Provincia di Oristano,Suni,Bed and breakfast,3 Stelle,1,6,3
2022,Provincia di Nuoro,Talana,Affittacamere,II Categoria,2,10,4
2022,Provincia di Nuoro,Talana,Albergo,3 Stelle,1,20,10
2022,Provincia di Nuoro,Talana,Alloggi privati,,1,6,3
2022,Provincia di Sassari,Telti,Agriturismo,,2,14,7
2022,Provincia di Sassari,Telti,Alloggi privati,,14,72,27
2022,Provincia di Sassari,Telti,Bed and breakfast,1 Stella,3,14,7
2022,Provincia di Sassari,Telti,Bed and breakfast,2 Stelle,6,36,14
2022,Provincia di Sassari,Tempio Pausania,Affittacamere,,1,3,6
2022,Provincia di Sassari,Tempio Pausania,Affittacamere,I Categoria,1,12,6
2022,Provincia di Sassari,Tempio Pausania,Affittacamere,II Categoria,2,8,6
2022,Provincia di Sassari,Tempio Pausania,Agriturismo,,6,56,29
2022,Provincia di Sassari,Tempio Pausania,Albergo,3 Stelle,4,270,129
2022,Provincia di Sassari,Tempio Pausania,Albergo,4 Stelle,1,41,18
2022,Provincia di Sassari,Tempio Pausania,Alloggi privati,,37,169,69
2022,Provincia di Sassari,Tempio Pausania,Bed and breakfast,1 Stella,4,18,11
2022,Provincia di Sassari,Tempio Pausania,Bed and breakfast,2 Stelle,7,31,13
2022,Provincia di Sassari,Tempio Pausania,Bed and breakfast,3 Stelle,1,6,3
2022,Provincia di Sassari,Tempio Pausania,Case e appartamenti per vacanze,II Categoria,2,45,0
2022,Provincia di Sassari,Tempio Pausania,Locanda,III Categoria,1,12,4
2022,Provincia di Sassari,Tempio Pausania,Turismo Rurale,3 Stelle,3,47,20
2022,Provincia di Sassari,Tergu,Affittacamere,II Categoria,1,9,5
2022,Provincia di Sassari,Tergu,Agriturismo,,1,8,4
2022,Provincia di Sassari,Tergu,Alloggi privati,,4,20,14
2022,Provincia di Sassari,Tergu,Case e appartamenti per vacanze,,1,77,43
2022,Provincia di Sassari,Tergu,Case e appartamenti per vacanze,II Categoria,1,84,28
2022,Provincia di Sassari,Tergu,Case e appartamenti per vacanze,III Categoria,1,9,3
2022,Provincia di Sassari,Tergu,Turismo Rurale,3 Stelle,1,18,12
2022,Provincia di Oristano,Terralba,Affittacamere,I Categoria,1,12,6
2022,Provincia di Oristano,Terralba,Albergo,1 Stella,1,9,8
2022,Provincia di Oristano,Terralba,Albergo,2 Stelle,1,14,9
2022,Provincia di Oristano,Terralba,Alloggi privati,,10,45,22
2022,Provincia di Oristano,Terralba,Bed and breakfast,1 Stella,6,22,13
2022,Provincia di Nuoro,Tertenia,Agriturismo,,1,3,1
2022,Provincia di Nuoro,Tertenia,Albergo,3 Stelle,2,40,21
2022,Provincia di Nuoro,Tertenia,Albergo residenziale,4 Stelle,1,20,13
2022,Provincia di Nuoro,Tertenia,Alloggi privati,,101,497,229
2022,Provincia di Nuoro,Tertenia,Campeggio,3 Stelle,1,85,40
2022,Provincia di Nuoro,Tertenia,Case e appartamenti per vacanze,II Categoria,1,108,54
2022,Provincia di Nuoro,Tertenia,Villaggio albergo,4 Stelle,1,83,43
2022,Provincia di Nuoro,Teti,Affittacamere,I Categoria,1,6,3
2022,Provincia di Nuoro,Teti,Agriturismo,,4,50,33
2022,Provincia del Sud Sardegna,Teulada,Affittacamere,II Categoria,4,24,13
2022,Provincia del Sud Sardegna,Teulada,Agriturismo,,3,36,18
2022,Provincia del Sud Sardegna,Teulada,Albergo,3 Stelle,3,116,65
2022,Provincia del Sud Sardegna,Teulada,Albergo residenziale,4 Stelle,1,197,45
2022,Provincia del Sud Sardegna,Teulada,Alloggi privati,,102,453,203
2022,Provincia del Sud Sardegna,Teulada,Bed and breakfast,1 Stella,2,9,4
2022,Provincia del Sud Sardegna,Teulada,Bed and breakfast,2 Stelle,3,12,5
2022,Provincia del Sud Sardegna,Teulada,Bed and breakfast,3 Stelle,17,102,48
2022,Provincia del Sud Sardegna,Teulada,Case e appartamenti per vacanze,II Categoria,3,72,22
2022,Provincia del Sud Sardegna,Teulada,Case e appartamenti per vacanze,III Categoria,1,9,4
2022,Provincia di Sassari,Thiesi,Agriturismo,,1,4,2
2022,Provincia di Sassari,Thiesi,Albergo,3 Stelle,1,31,15
2022,Provincia di Sassari,Thiesi,Alloggi privati,,2,9,4
2022,Provincia di Sassari,Thiesi,Bed and breakfast,2 Stelle,1,6,3
2022,Provincia di Sassari,Thiesi,Bed and breakfast,3 Stelle,1,2,1
2022,Provincia di Sassari,Tissi,Alloggi privati,,2,6,3
2022,Provincia di Nuoro,Tonara,Affittacamere,I Categoria,1,8,5
2022,Provincia di Nuoro,Tonara,Agriturismo,,3,35,21
2022,Provincia di Nuoro,Tonara,Albergo,1 Stella,1,10,7
2022,Provincia di Nuoro,Tonara,Albergo,2 Stelle,1,24,14
2022,Provincia di Nuoro,Tonara,Albergo,3 Stelle,1,22,11
2022,Provincia di Nuoro,Tonara,Alloggi privati,,1,5,2
2022,Provincia di Nuoro,Tonara,Bed and breakfast,2 Stelle,1,2,2
2022,Provincia di Nuoro,Tonara,Campeggio,1 Stella,1,210,55
2022,Provincia di Nuoro,Torpè,Affittacamere,,1,12,6
2022,Provincia di Nuoro,Torpè,Affittacamere,I Categoria,1,2,2
2022,Provincia di Nuoro,Torpè,Affittacamere,II Categoria,2,22,12
2022,Provincia di Nuoro,Torpè,Affittacamere,III Categoria,1,8,4
2022,Provincia di Nuoro,Torpè,Agriturismo,,3,45,18
2022,Provincia di Nuoro,Torpè,Alloggi privati,,11,58,26
2022,Provincia di Nuoro,Torpè,Bed and breakfast,1 Stella,3,9,5
2022,Provincia di Nuoro,Torpè,Bed and breakfast,2 Stelle,3,13,7
2022,Provincia di Nuoro,Torpè,Bed and breakfast,3 Stelle,2,12,6
2022,Provincia di Nuoro,Torpè,Turismo Rurale,3 Stelle,4,45,23
2022,Provincia di Sassari,Torralba,Bed and breakfast,2 Stelle,1,2,2
2022,Provincia di Nuoro,Tortolì,Affittacamere,I Categoria,1,12,6
2022,Provincia di Nuoro,Tortolì,Affittacamere,II Categoria,15,124,68
2022,Provincia di Nuoro,Tortolì,Agriturismo,,2,30,15
2022,Provincia di Nuoro,Tortolì,Albergo,2 Stelle,1,28,14
2022,Provincia di Nuoro,Tortolì,Albergo,3 Stelle,7,296,129
2022,Provincia di Nuoro,Tortolì,Albergo,4 Stelle,6,483,237
2022,Provincia di Nuoro,Tortolì,Albergo residenziale,3 Stelle,2,133,36
2022,Provincia di Nuoro,Tortolì,Alloggi privati,,196,915,404
2022,Provincia di Nuoro,Tortolì,Bed and breakfast,1 Stella,10,42,24
2022,Provincia di Nuoro,Tortolì,Bed and breakfast,2 Stelle,4,16,10
2022,Provincia di Nuoro,Tortolì,Bed and breakfast,3 Stelle,17,93,44
2022,Provincia di Nuoro,Tortolì,Boat and Breakfast,,2,10,5
2022,Provincia di Nuoro,Tortolì,Campeggio,3 Stelle,2,1112,279
2022,Provincia di Nuoro,Tortolì,Campeggio,4 Stelle,1,656,206
2022,Provincia di Nuoro,Tortolì,Case e appartamenti per vacanze,I Categoria,3,62,20
2022,Provincia di Nuoro,Tortolì,Case e appartamenti per vacanze,II Categoria,10,142,56
